,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
29,100222,Cash loans,F,Y,Y,0,360000.0,945000.0,34074.0,945000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-17796,-2785,-2296.0,-1224,1.0,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Self-employed,,0.6786018822974562,0.2539628093363117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
30,100223,Cash loans,F,N,N,0,180000.0,490374.0,35811.0,400500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.00496,-12994,-2055,-164.0,-3461,,1,1,0,1,0,0,Managers,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Trade: type 6,0.4477538250164531,0.7858814044490458,0.6127042441012546,0.1129,,0.9876,,,0.0,0.3103,0.1875,,0.0114,,,,,0.0998,,0.9866,,,0.0,0.2759,0.1667,,0.0116,,,,,0.114,,0.9876,,,0.0,0.3103,0.1875,,0.0116,,,,,,,0.0856,"Stone, brick",No,2.0,0.0,1.0,0.0,-1967.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
192,100224,Cash loans,F,Y,Y,2,225000.0,1256400.0,36864.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-14091,-5664,-8127.0,-2462,7.0,1,1,0,1,0,0,,4.0,2,2,TUESDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.5986321123746743,0.3441550073724169,0.0742,0.0564,0.9826,0.762,0.0044,0.08,0.069,0.3333,0.0417,0.0403,0.0605,0.0762,0.0,0.0,0.0756,0.0585,0.9826,0.7713,0.0044,0.0806,0.069,0.3333,0.0417,0.0412,0.0661,0.0794,0.0,0.0,0.0749,0.0564,0.9826,0.7652,0.0044,0.08,0.069,0.3333,0.0417,0.041,0.0616,0.0776,0.0,0.0,org spec account,block of flats,0.0726,Panel,No,4.0,2.0,4.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
193,100225,Cash loans,M,Y,N,2,157500.0,720000.0,28552.5,720000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.030755,-14144,-4516,-1516.0,-4616,7.0,1,1,0,1,1,0,Sales staff,4.0,2,2,THURSDAY,10,0,0,0,0,1,1,Self-employed,,0.7221783702089665,0.6347055309763198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1450.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
194,100226,Revolving loans,F,N,N,2,112500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-13584,-680,-350.0,-2097,,1,1,0,1,0,0,Sales staff,4.0,2,2,TUESDAY,16,0,0,0,0,0,0,Self-employed,0.3941632655162739,0.6365722494978974,,0.1148,0.084,0.9945,0.9252,0.0034,0.0932,0.1262,0.3054,0.3471,0.0393,0.0936,0.1036,0.0,0.0,0.063,0.0955,0.9975,0.9673,0.0,0.0,0.1379,0.375,0.4167,0.0151,0.0551,0.0637,0.0,0.0,0.1218,0.0921,0.9975,0.9665,0.0,0.12,0.1379,0.375,0.4167,0.0206,0.1,0.1027,0.0,0.0,reg oper account,block of flats,0.0544,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
195,100227,Cash loans,M,N,N,0,292500.0,1024740.0,55719.0,900000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.006207,-10010,-240,-4629.0,-2680,,1,1,1,1,1,0,Managers,1.0,2,2,WEDNESDAY,14,0,0,0,1,1,0,Self-employed,0.4129435398173111,0.6348960636020012,0.2970866116472028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-964.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
196,100228,Cash loans,F,N,N,1,121500.0,1102500.0,32364.0,1102500.0,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.0096569999999999,-13957,-410,-5038.0,-4630,,1,1,1,1,1,0,Laborers,3.0,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 2,0.7410963179186301,0.4088706121454352,0.4258928980051529,0.0649,0.0935,0.9806,0.7348,,0.0,0.1379,0.1667,0.2083,0.0805,0.0471,0.0542,0.027,0.0983,0.0662,0.097,0.9806,0.7452,,0.0,0.1379,0.1667,0.2083,0.0824,0.0514,0.0565,0.0272,0.104,0.0656,0.0935,0.9806,0.7383,,0.0,0.1379,0.1667,0.2083,0.0819,0.0479,0.0552,0.0272,0.1003,,block of flats,0.0477,"Stone, brick",No,0.0,0.0,0.0,0.0,-317.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
197,100229,Cash loans,F,N,Y,0,157500.0,544491.0,16047.0,454500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.010147,-17947,-5025,-11812.0,-1505,,1,1,0,1,0,0,Medicine staff,2.0,2,2,TUESDAY,17,0,0,0,0,0,0,Medicine,,0.6410123825293345,0.7597121819739279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-122.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
198,100230,Revolving loans,F,N,N,0,135000.0,405000.0,20250.0,405000.0,Children,Working,Secondary / secondary special,Married,House / apartment,0.0084739999999999,-19070,-837,-6789.0,-2595,,1,1,1,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,0.6215554079882224,0.3715433102138179,0.180887977767074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,10.0,0.0,-481.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
199,100231,Cash loans,M,Y,Y,1,108000.0,912240.0,30276.0,787500.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634,-17850,-2899,-2880.0,-1400,9.0,1,1,0,1,0,0,Drivers,3.0,2,2,THURSDAY,9,0,0,0,0,1,1,Industry: type 3,,0.4973012633185316,0.8327850252992314,0.0701,0.1336,0.9816,,,0.0,0.1207,0.125,,0.051,0.1009,0.0736,0.0,0.0011,0.0168,0.1387,0.9737,,,0.0,0.069,0.0417,,0.0522,0.1102,0.0151,0.0,0.0012,0.0708,0.1336,0.9816,,,0.0,0.1207,0.125,,0.0519,0.1026,0.0749,0.0,0.0011,,block of flats,0.0114,"Stone, brick",No,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,2.0
31,100232,Cash loans,F,N,N,1,102150.0,335592.0,21577.5,265500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00496,-14445,-1751,-2204.0,-5049,,1,1,0,1,0,0,Core staff,3.0,2,2,THURSDAY,15,0,0,0,0,0,0,School,,0.7845722127718678,0.5673792367572691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-551.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
200,100233,Cash loans,F,N,Y,0,216000.0,679671.0,28926.0,607500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-18341,-701,-9730.0,-1876,,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Transport: type 4,,0.2015836822864006,0.6092756673894402,0.1031,0.0838,0.9826,0.762,0.009,0.0,0.2069,0.1667,0.2083,0.0,0.0841,0.0943,0.0,0.0,0.105,0.087,0.9826,0.7713,0.0091,0.0,0.2069,0.1667,0.2083,0.0,0.0918,0.0982,0.0,0.0,0.1041,0.0838,0.9826,0.7652,0.009,0.0,0.2069,0.1667,0.2083,0.0,0.0855,0.096,0.0,0.0,reg oper account,block of flats,0.0791,Panel,No,1.0,1.0,1.0,0.0,-2071.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0
201,100234,Revolving loans,F,N,N,0,67500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Widow,With parents,0.003069,-16614,-551,-6098.0,-166,,1,1,0,1,0,0,Core staff,1.0,3,3,THURSDAY,12,0,0,0,0,0,0,Hotel,,0.5839260467408239,0.7165702448010511,0.0649,0.0787,0.9752,,,0.0,0.1379,0.1667,,0.0405,,0.0337,,0.0333,0.0662,0.0816,0.9752,,,0.0,0.1379,0.1667,,0.0414,,0.0352,,0.0353,0.0656,0.0787,0.9752,,,0.0,0.1379,0.1667,,0.0412,,0.0344,,0.034,,block of flats,0.055,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
202,100235,Cash loans,F,N,Y,0,135000.0,364896.0,19926.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-15887,-468,-4604.0,-3739,,1,1,0,1,0,0,Cooking staff,2.0,2,2,WEDNESDAY,12,0,0,0,1,0,1,Military,,0.505288174383516,0.2188590822283744,0.066,0.0891,0.9762,0.6736,0.0079,0.0,0.1379,0.125,0.1667,0.012,0.0538,0.0499,0.0,0.0,0.0672,0.0925,0.9762,0.6864,0.008,0.0,0.1379,0.125,0.1667,0.0123,0.0588,0.052,0.0,0.0,0.0666,0.0891,0.9762,0.6779999999999999,0.0079,0.0,0.1379,0.125,0.1667,0.0123,0.0547,0.0508,0.0,0.0,not specified,block of flats,0.0436,"Stone, brick",No,1.0,0.0,1.0,0.0,-736.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
203,100236,Cash loans,M,Y,Y,0,112500.0,312768.0,20353.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-23187,-1896,-5213.0,-4265,21.0,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,16,0,0,0,0,1,1,Business Entity Type 2,,0.4306182973609284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-149.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
204,100237,Cash loans,F,N,N,2,144000.0,1288350.0,37800.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.010966,-13803,-281,-640.0,-3215,,1,1,1,1,1,0,Core staff,4.0,2,2,SATURDAY,11,1,1,0,1,1,0,Trade: type 3,,0.5470362331184999,0.2176285202779586,0.0186,,0.9995,0.9932,,0.0,0.069,0.0833,,0.0067,0.0151,0.0192,,0.0076,0.0189,,0.9995,0.9935,,0.0,0.069,0.0833,,0.0068,0.0165,0.02,,0.008,0.0187,,0.9995,0.9933,,0.0,0.069,0.0833,,0.0068,0.0154,0.0195,,0.0077,reg oper account,block of flats,0.0167,Panel,No,1.0,0.0,1.0,0.0,-533.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
205,100238,Cash loans,M,Y,Y,2,135000.0,781920.0,50148.0,675000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-12994,-1330,-2588.0,-1202,21.0,1,1,0,1,0,0,Laborers,4.0,2,2,SUNDAY,12,0,0,0,0,1,1,Business Entity Type 3,0.4372891777945847,0.6456336382884252,0.6545292802242897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-334.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
206,100239,Cash loans,F,N,Y,1,225000.0,1483231.5,51687.0,1354500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-20191,-1699,-6040.0,-3723,,1,1,0,1,0,1,Accountants,3.0,2,2,MONDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.8530803639689652,0.7573276838423868,0.1309471529360181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,0.0,-1864.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
207,100240,Cash loans,M,N,Y,2,135000.0,590337.0,28530.0,477000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-11978,-3947,-6005.0,-4099,,1,1,0,1,1,0,Laborers,4.0,3,2,SUNDAY,8,0,0,0,0,0,0,Housing,0.2449031137305613,0.628531689899611,0.1214082861631216,0.083,0.056,0.9816,0.8232,0.0681,0.1,0.1034,0.1875,0.4167,0.1387,0.1278,0.0967,0.0309,0.0158,0.0011,0.0,0.9762,0.8301,0.0687,0.0,0.0345,0.0,0.4167,0.1419,0.1396,0.0009,0.0311,0.0,0.0838,0.056,0.9816,0.8256,0.0685,0.1,0.1034,0.1875,0.4167,0.1411,0.13,0.0984,0.0311,0.0162,reg oper account,terraced house,0.1955,Wooden,No,4.0,1.0,4.0,1.0,-155.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
32,100241,Cash loans,F,N,N,0,67500.0,431280.0,17797.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.015221,-9187,-270,-3663.0,-725,,1,1,1,1,0,0,Laborers,2.0,2,2,FRIDAY,14,1,1,0,1,1,1,Business Entity Type 3,,0.0909218916196025,0.633031641417419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-247.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
208,100242,Cash loans,M,Y,Y,0,90000.0,101880.0,10827.0,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.005144,-20945,-7359,-7395.0,-4287,11.0,1,1,1,1,0,0,Drivers,2.0,2,2,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.7183142380543178,0.3807996826489149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2278.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
209,100243,Cash loans,M,N,Y,0,112500.0,161730.0,13833.0,135000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-9720,-573,-689.0,-2193,,1,1,1,1,1,0,Laborers,2.0,2,2,SUNDAY,13,0,0,0,0,1,1,Business Entity Type 3,,0.3940749254999855,0.4543210601605785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1197.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
210,100244,Cash loans,M,N,N,1,247500.0,447768.0,35505.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-17103,-5021,-221.0,-647,,1,1,1,1,0,0,Laborers,3.0,2,2,SATURDAY,14,0,0,0,0,0,0,Industry: type 9,0.4050977259902663,0.1035702527837697,0.7421816117614419,0.0866,0.1252,0.9876,,,0.0,0.2069,0.1667,,0.0551,,0.0905,,0.0428,0.0882,0.1299,0.9876,,,0.0,0.2069,0.1667,,0.0563,,0.0943,,0.0453,0.0874,0.1252,0.9876,,,0.0,0.2069,0.1667,,0.056,,0.0921,,0.0437,,block of flats,0.09,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
33,100245,Cash loans,F,N,N,0,112500.0,364896.0,20947.5,315000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.016612,-13365,-1397,-5725.0,-5788,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,17,0,0,0,0,0,0,Industry: type 12,0.637953185640725,0.6708899286421401,0.5460231970049609,0.1814,0.0292,0.9752,0.66,0.0194,0.0,0.0345,0.1667,0.2083,0.0759,0.1471,0.0898,0.0039,0.006,0.1849,0.0303,0.9752,0.6733,0.0196,0.0,0.0345,0.1667,0.2083,0.0777,0.1607,0.0935,0.0039,0.0064,0.1832,0.0292,0.9752,0.6645,0.0195,0.0,0.0345,0.1667,0.2083,0.0773,0.1496,0.0914,0.0039,0.0062,reg oper account,block of flats,0.0825,"Stone, brick",No,1.0,0.0,1.0,0.0,-2264.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
211,100246,Cash loans,F,N,Y,0,135000.0,495216.0,26995.5,427500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008019,-12824,-154,-6764.0,-126,,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,Self-employed,,0.044020822931951,0.2431864804420123,0.0577,0.0854,0.9826,0.762,0.015,0.0,0.1379,0.1667,0.2083,0.053,0.0454,0.0544,0.0077,0.0487,0.0588,0.0886,0.9826,0.7713,0.0151,0.0,0.1379,0.1667,0.2083,0.0542,0.0496,0.0567,0.0078,0.0515,0.0583,0.0854,0.9826,0.7652,0.0151,0.0,0.1379,0.1667,0.2083,0.0539,0.0462,0.0554,0.0078,0.0497,reg oper account,block of flats,0.0616,"Stone, brick",No,0.0,0.0,0.0,0.0,-309.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
212,100247,Cash loans,F,N,Y,0,225000.0,402939.0,19381.5,306000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-19914,-3408,-7647.0,-3444,,1,1,0,1,1,0,Laborers,2.0,2,2,FRIDAY,11,0,1,1,0,1,1,Business Entity Type 1,0.5824923923697667,0.6577836105245277,0.1963339662134567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,0.0,-1498.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
213,100248,Cash loans,F,N,Y,0,90000.0,808650.0,23643.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.007305,-22389,365243,-12314.0,-4884,,1,0,0,1,0,0,,2.0,3,3,WEDNESDAY,12,0,0,0,0,0,0,XNA,,0.2234945061552079,0.4561097392782771,0.0082,,0.9414,,,,,0.0417,,,,0.0069999999999999,,,0.0084,,0.9414,,,,,0.0417,,,,0.0055,,,0.0083,,0.9414,,,,,0.0417,,,,0.0071,,,,block of flats,0.0042,Wooden,No,1.0,0.0,1.0,0.0,-1386.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
214,100249,Cash loans,F,N,Y,2,67500.0,76410.0,4513.5,67500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0105,-15293,-5317,-4699.0,-4753,,1,1,1,1,0,0,Laborers,4.0,3,3,FRIDAY,15,0,0,0,0,1,1,Industry: type 3,0.6364982706931857,0.0934453265892372,0.5190973382084597,0.034,,0.9816,,,0.0,,0.0833,,,,0.0269,,0.0,0.0347,,0.9816,,,0.0,,0.0833,,,,0.0281,,0.0,0.0344,,0.9816,,,0.0,,0.0833,,,,0.0274,,0.0,,,0.0212,"Stone, brick",No,0.0,0.0,0.0,0.0,-1655.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
215,100250,Cash loans,F,Y,N,1,72000.0,90000.0,6529.5,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.010966,-11259,-164,-808.0,-3951,17.0,1,1,0,1,0,0,Laborers,3.0,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.2954329912505275,0.6212263380626669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1203.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
216,100251,Cash loans,M,Y,Y,0,202500.0,270000.0,14134.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-19530,-1940,-7092.0,-3060,12.0,1,1,0,1,1,0,Drivers,2.0,2,2,THURSDAY,8,0,0,0,0,1,1,Other,0.6904366778886438,0.5810223448295264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1424.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
217,100252,Cash loans,F,N,Y,0,225000.0,490495.5,50391.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006629,-17715,-1256,-5284.0,-1238,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,,0.6709671766393199,,0.232,0.2113,0.9886,0.8436,0.064,0.2,0.1724,0.3333,0.0417,0.142,0.1858,0.2913,0.0154,0.0199,0.2363,0.2192,0.9886,0.8497,0.0646,0.2014,0.1724,0.3333,0.0417,0.1452,0.2029,0.3035,0.0156,0.021,0.2342,0.2113,0.9886,0.8457,0.0644,0.2,0.1724,0.3333,0.0417,0.1445,0.189,0.2966,0.0155,0.0203,org spec account,block of flats,0.2685,Panel,No,3.0,0.0,3.0,0.0,-470.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
34,100253,Cash loans,F,Y,Y,0,171000.0,819792.0,39568.5,720000.0,Family,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.010966,-15631,-3060,-1545.0,-3162,1.0,1,1,0,1,0,0,Accountants,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.3987508957507237,0.6083332060612188,0.6769925032909132,0.3309,0.2276,0.9856,0.8028,0.151,0.36,0.3103,0.3333,0.375,,0.269,0.2138,0.0039,0.0103,0.3372,0.2362,0.9856,0.8105,0.1524,0.3625,0.3103,0.3333,0.375,,0.2938,0.2227,0.0039,0.0109,0.3341,0.2276,0.9856,0.8054,0.1519,0.36,0.3103,0.3333,0.375,,0.2736,0.2176,0.0039,0.0106,org spec account,block of flats,0.2529,Block,No,0.0,0.0,0.0,0.0,-2302.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
